task,instance_id,condition,original,paraphrase,back_translation,changes_desc,answer,endings,passage,bertscore_f1,bt_bertscore
sst2,773,lexical,it 's a beautiful madness . ,it 's a lovely insanity .,It's a beautiful madness.,"['beautiful', 'madness']",1,,,0.9841075,0.9433157
sst2,773,syntactic,it 's a beautiful madness . ,It is a madness that is beautiful.,It is a madness that is beautiful.,moved the adjective 'beautiful' before the noun 'madness' and added a relative pronoun 'that',1,,,0.9217041,0.9217041
sst2,773,voice,it 's a beautiful madness . ,It is a beautiful madness.,It's a beautiful madness.,passive to active,1,,,0.9435216,0.9433157
sst2,773,formality,it 's a beautiful madness . ,It's a lovely kind of craziness.,It's a beautiful kind of madness.,casual to formal,1,,,0.89910114,0.9227537
sst2,48,lexical,has a lot of the virtues of eastwood at his best . ,possesses many of the strengths of eastwood at his peak.,possesses many of Eastwood's strengths at its peak.,"['lot', 'virtues', 'best']",1,,,0.93963534,0.9096166
sst2,48,syntactic,has a lot of the virtues of eastwood at his best . ,"At his best, Eastwood has a lot of virtues.","At best, Eastwood has many virtues.",Changed from a question to a declarative sentence with an embedded clause.,1,,,0.9218108,0.8951959
sst2,48,voice,has a lot of the virtues of eastwood at his best . ,Eastwood at his best has a lot of virtues.,Eastwood at his best has many virtues.,passive to active,1,,,0.9296935,0.9235984
sst2,48,formality,has a lot of the virtues of eastwood at his best . ,Got a lot of the good qualities of Eastwood at his peak.,He has many of the good qualities of Eastwood at his peak.,formal to casual,1,,,0.92978394,0.92698795
sst2,112,lexical,hilariously inept and ridiculous . ,comically incompetent and absurd .,comically incompetent and absurd.,"['hilariously inept', 'ridiculous']",1,,,0.93440574,0.9212432
sst2,112,voice,hilariously inept and ridiculous . ,Is it hilariously inept and ridiculous?,Is it hilariously incompetent and ridiculous?,active to passive,1,,,0.92396206,0.9206873
sst2,112,formality,hilariously inept and ridiculous . ,absolutely terrible and absurd,absolutely terrible and absurd,casual to formal,1,,,0.91090757,0.91090757
sst2,156,lexical,"manages to transcend the sex , drugs and show-tunes plot into something far richer . ","manages to surpass the sex , drugs and show-tunes plot into something far richer .","manages to surpass the intrigue of sex, drugs, and musical comedies for something much richer.","['transcend', 'surpass']",1,,,0.98976594,0.9285085
sst2,156,syntactic,"manages to transcend the sex , drugs and show-tunes plot into something far richer . ","into something far richer manages to transcend the sex, drugs, and show-tunes plot","in something much richer manages to transcend the plot of sex, drugs, and musical comedies",moved prepositional phrase to the front,1,,,0.94027585,0.9107777
sst2,156,voice,"manages to transcend the sex , drugs and show-tunes plot into something far richer . ","The sex, drugs, and show-tunes plot is managed to be transcended into something far richer.","The plot of sex, drugs, and musical comedies is transcended to become something much richer.",active to passive,1,,,0.93695074,0.91494393
sst2,156,formality,"manages to transcend the sex , drugs and show-tunes plot into something far richer . ","manages to rise above the sex, drugs, and show-tunes storyline to become something much deeper.","manages to rise above the intrigue of sex, drugs, and musical comedies to become something much deeper.",formal to casual,1,,,0.9440352,0.9189556
sst2,642,lexical,"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ","this remake is so foolish and so manipulative in its brutality that , ironically , it becomes everything that the rather awkward original was criticizing .","This remake is so stupid and so manipulative in its brutality that, ironically, it becomes everything that the original rather clumsily criticized.","['re-do', 'dumb', 'exploitative', 'violence', 'clumsy', 'railing against']",0,,,0.9630004,0.9331711
sst2,642,syntactic,"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ","ironically, this re-do becomes everything that the rather clumsy original was railing against due to its dumb and exploitative violence.","Ironically, this redesign becomes everything that the original, rather clumsy, was rebelling against due to its stupid and exploitative violence.",restructured by moving the initial clause to the end and adding a causal subordinator,0,,,0.9366001,0.9120142
